sentiment	text
positive	@timneufeld great article on U2's use of the Psalms!  It's great to bring some context to those fans who may not be aware of the background.
positive	angelou_jabines. @JabinesFrancis Attractive Katy Perry Images. You may want to see: http://t.co/D75D0fXjnO
positive	Andre Berto insists he feels better than ever ahead of his biggest ever fight against Floyd Mayweather on September 12. The 31-year-old
neutral	@kazmila @kcizao yes, download avaiable 30 aug, but after can't play. waiting 1 sep . you read this in PS4  after finish download. good luck
neutral	Start off #LaborDay with some yoga. Monday 9/7/2015 : 10:00am - 11:15am -  Beginner /Intermediate Yoga  What a... http://t.co/X5e4Dvmuxf
positive	Happy birthday @austinbpeacock. May your day be filled with everything Kris Bryant and Alfonso Soriono
positive	@TerryGilliam Sat my daughter down and we watched 12 Monkeys. Changed her mind about what a really good movie is (NOT Twilight)
positive	Not An Apology and Calibraska both come out on the 24th. I'm so excited @JackJackJohnson @jackgilinsky @BeaMiller
neutral	Iran, Oman hold joint military friendship committee meeting: TEHRAN (ISNA)- Iran and Oman held the 12th joint ...  https://t.co/C98FqftxLY
positive	Floyd Mayweather going to Fight Andre Berto in September thats just more money in my Pocket lol
neutral	Curtis recovers opening 2nd half kickoff. St. Paul's hold them to a field goal.  10-7. Curtis. 9:04 left in the 3rd https://t.co/2Y5IFg55qx
neutral	Interested in Islam?  This course is being offered at Overlake Christian Church.  The first class on the 14th is... http://t.co/p7nQY71NMo
neutral	Floyd Mayweather announces he will face Andre Berto on September 12 at the MGM Grand Las Vegas.
neutral	@ashleyfnemeth she won't. They're extreme Christians so they don't believe in divorce.. She just had their 4th child so she'll stay put
neutral	Some girl sat behind me on the train thinks it's perfectly acceptable to blast her videos of a sam smith concert, which it isn't
positive	As Prince George turns two, Europe marks other royal birthdays: While the second birthday of Prince George may... http://t.co/ij1pnNuNs8
positive	Watching Paper Towns tomorrow with my bestfriend, is it good ?
positive	Expert analysis on the new Iron Maiden song after my 25th play-through:  I like it.
negative	@SushmaSwaraj My student visa get over in 15 Jan 2015. But I contacted to Indian Embassy in Israel, They said it takes another 6 weeks
neutral	As Kanye West confused the world with his VMAs acceptance speech on Sunday, there stood... http://t.co/vW5fCaB8jF http://t.co/7c2n6smTM0
negative	Thanks for the chill stream guys. CSGO Face It is working well but teams are shit. Hopefully controller comes in tomorrow for Dark Souls. &lt;3
positive	@KrisKittie the only game that would make me get a PS4 is Bloodborne honestly lol maybe if more games come out i want i may get it
neutral	Fast forward to Thursday night, when Fox News host Megyn Kelly asked John Kasich a question about about same-sex... http://t.co/mCpJqloUJY
positive	Saturday Social at Phoenix Bar is the SPOT to hit in the EV if you want a FUN, GAY, DANCE PARTY! Holly Dae and I... http://t.co/5CRDyX2p17
negative	FOX NEWS screwed Rick Perry. NBC/WSJ poll left out by FOX so John Kasich would get the 10th spot in the debate. FOX NEWS? NO! FOX CROOKS!
positive	@Its_Westfall21 fuck it  I'll buy your Jason aldean ticket if we go tomorrow haha
positive	I'm going to see Paul McCartney perform on October 13th. I can't believe it!
negative	PM Narendra Modi does not take interest in Parliament: Rahul Gandhi white liar taking part in the world liar conf? https://t.co/Bxk4J08EZ9
neutral	Tweeps; Paris is under curfew. There are no mass demontrations taking place. The pics going around are from Charlie Hebdo in Jan.
positive	"Ten sports , Brock lesnar is win the fight.because he diserved it. ""BELIEVE THAT""#Raw sunday dhamal"
negative	@bwarnock the judgement of someone's TV fandom from someone who enjoys The Bachelor and Big Brother is worth sh*t. Night, see ya tomorrow!!
positive	I'm gonna be blessed with the 5th album, justin, zayn, frank ocean (when he rises from death), adele.. I'm not stressed
neutral	Someone please message me I need to sell or get someone to come with me to Shawn's show in ny tomorrow. They're VIP tickets
negative	it wasn't a little sobbing cry it was like full on tears pourin Kim Kardashian type of cry.  Man I hate Big Hero 6. Rip baemax-me 5th hour
positive	If someone wants to take me to the Sam smith concert in October I wouldn't even be mad
neutral	I just watching Sharknado 3 AND Piranha DD. How's your Saturday night going?
neutral	Jennifer Lawrence is Scheming a Fashion-Related Prank with Amy Schumer for Awards Season: Lawrence may have al... https://t.co/GrjyNgAt1Q
positive	New Janet Jackson music is just 29 days away! To the delight of fans everywhere, the singer announced Thursday... http://t.co/luVVzcM8hz
negative	Holm for Rousey on Jan. 2nd, not Cupcake. Haven't been even slightly impressed with Holm yet. That's another paddling. #AndStill
positive	I could listen to the black Friday songs Kendrick and cole dropped all day man fr
positive	@EdSheeranUS Do you know how i can meet Ed Sheeran tomorrow?
positive	I wanna go see the Zac Brown Band this Friday.
negative	C'mon 5 o'clock. I don't know if my PS4 is even downloading it or if it messed up. Gah. The suspense.
negative	@LilMissPrepper @tjemery1 I see. Well, illegal is illegal. On Muslims, you may have meant Islamic extremists. But I make assumptions.
neutral	"The Mumbai blasts convict Yakub Memon hanged.  Seculars may sign a petition to declare Yakub as a ""good terrorist"" as he died on his b'day."
neutral	A random homeless guy was married you, Justin Bieber may perhaps at this pointed invitation was not in nature.
positive	I sweeeaaaaarrrrr if Zayn is on the red carpet tomorrow at the vma's I'm gonna jump out my fucking window
neutral	I watched an hour-long speedrun of Dark Souls........he effin' finished the satanic game in 59:49. It took me a year and a half c'mon
negative	Harper trying to kiss up to Muslims now, after all the anti-Islam rhetoric during C51. I may throw up in my mouth a little.
positive	Persona 4 Arena may be the Naruto Ultimate Ninja of Arc System Works fighting games but i still like it and need 2 pick up ultimax
negative	Ice Cube's N.W.A diss makes Drake's Meek Mill diss sound like it was written by an 8th grader. Geez.
neutral	"the other day in class I told this girl I like shawn and she says ""he's not that hot."" 1st, yes he is. 2nd, even if he wasn't I don't care."
positive	god took away another angel from us today . i will forever miss and love you Curtis . may you forever rest in peace !
neutral	#KBoom Kris Bryant ties the game 1-1 on a opposite field homer his 17th
positive	@JeffWeldon21 Been watching Big Brother since Season 1 &amp; ur the 1st houseguest to follow me. Love that u take time 2 interact with ur fans.
positive	@thisislijoe play the multiplayer mode. Then pick up and play the rrmastered Uncharted 1-3 for the PS4. Release date is October 6 I think.
neutral	"Walking out of Dunkin and the guy says ""okay, see you tomorrow!"""
neutral	Had a slightly intoxicated conversation about Daredevil, Ant-Man, Civil War, &amp; the MCU. If that's not a successful Wednesday, then what is?
positive	@mongbow Happy birthday for tomorrow! May you get the naked Seth Rollins you've always wanted ;)
neutral	Murray box reaction to winning the 3rd set #USOpen - Kim Sears and Frank Lampard make an appearance. http://t.co/EJiqDSe6Xj
neutral	@starspangledgal i feel you man i feel you but it's chris evans who? every time brendon urie or doshua jun makes an appearance in yo mind
negative	If i see one more tweet about how Paper Towns is out tomorrow I'm going to lose my shit. We fucking get it
positive	On last sunday i was hearing the speech of kanye west at vma's and that was vry amazing and heart touching. I just loved it!!@kanyewest
negative	Israel doesn't give a f*ck about the Geneva Convention - or human life unless it's in their interest. #Apartheid https://t.co/mWgbOnA4LK
negative	When you really bought a ticket and had planned to come from AZ for Frank Ocean &amp; could give a shit less about Kanye https://t.co/CX42p4b5K1
neutral	LMFAO Hulk Hogan really got fired on his day off.  On a Friday, man.
positive	Ever have a song that just hits the right spot for you? These Days by The Foo Fighters was it for me. Side note: mom gets diagnosis tomorrow
positive	john cena may be the best rapper out there honestly i feel like crying when his voice soothingly covers my ears
negative	Sanctions timed so that Iran will hardly profit from oil-sales- they may kill of the arabs tho- Far better than money
positive	No matter what Monsters! So proud of yous! Hopefully we won it for our girl, @ladygaga  #MTVStars Lady Gaga https://t.co/Gnjx5XpmQI
negative	No Streamerino tonight, I am too tired to get continuously rekt in Dark Souls. Watch me die tomorrow instead!
positive	@bandasaul9544 @Adjustedwell @netanyahu @healthandcents @ChristieC733 Peace to you BiBi, may the Almighty protect you and Israel!
neutral	"@camerondallas Friday night... Listening ""Cameron Dallas"" by Shawn mendes  while you are imegine if Cameron Dallas is your boyfriend"
positive	@LabradorArchie @olive_blacklab @WMFireDogs oh yeah sorry Chris Evans said it was Friday idiot ok happy Thursday xxx https://t.co/7gbVY1K3e3
neutral	Frank Gifford dies. May the man rest in peace. An all-time great player and broadcaster, no question http://t.co/5Z2otsOmSY
neutral	How yall feel about the gucci foams that are dropping sept 4th https://t.co/wSOYcudUyP
neutral	it's Naruto #Shippuden time meet your new 5th Hokaga for tonight on #Toonami http://t.co/JFxtMNTR8H
negative	I took my 1st class, Charlie Hebdo was attacked. I stand up with consistency, Paris is assaulted. Beware if I get a special.#MerdeALaMort
neutral	@AynRandy I had the Moto E 1st Gen, now I have the Moto E 2nd Gen, girlfriend has the 2nd generation Moto G, they are all exactly as you say
negative	I think reddit may hate Chinese people more than it hates  Muslims and women. And it hates Muslims and women A LOT.
negative	yea im done with briana she getting blocked for the 3rd time now
neutral	Tickets now available for the MK Welcomes the Foo Fighters event with Trippah and Venus High Trap @TheBuszyMK 4 Sep http://t.co/MVO4fyLvSR
neutral	so if u want 1989 tickets u have to win them at Shawn's show on Saturday  https://t.co/vSye5VqhTK
neutral	"Tomorrow 7:10 @Fly923 - I'm catching ""33"", and the real ""Trainwreck"" on DVD isn't the Amy Schumer comedy. Listen: https://t.co/Wumi97Gtlh"
neutral	I really want Justin to take a picture with Kendall,Miley,Ariana and Zayn on Sunday
neutral	"We covered Nirvana's ""Breed"" w/ @thespillcanvas and @sororitynoise to end the U.S. #CTTM10 Tour last Sunday. Watch: https://t.co/MbpoLkOUdN"
neutral	Andrew Miller blows his 1st save of the yr as Josh Hamilton hits a walk-off single to help the Rangers beat the Yankees 7-6
positive	@keandric hopefully you are having a great Sunday afternoon I've been watching kpop videos on mxy TV today
positive	If we have a chance to make vocal track with the International singer, that person will be Frank Ocean. Happy Friday everyone ! #DreamBig
neutral	I told you we were right about Big Brother not starting on Sunday, September 23rd... #CBB
neutral	@geekyranjit How is it different from the Moto G (2nd Gen)? I mean areas of improvement or cons!
neutral	Gucci pants persona unfearfulness may appear the distich thy esoteric an in coalition into side living in: sKcajbNDF
positive	Hail #Thor! Hail son of #Odin and the #Earth! Hail the thunderer! May he protect us guard us! Hail Thor! #Asatru https://t.co/R5FGgoXn2z
neutral	"This is the same sentence of January events ( Attack of Charlie Hebdo ) :"" I'am Charlie/Je suis Charlie""  https://t.co/GLKbzcERez"
positive	It's not really a Sunday until you've listened to some frank ocean
positive	Sat in attendance with Miss USA, Miss Teen USA and Miss Universe at the Yankees game yesterday.
positive	Bummed about Frank Ocean but this is soooo exciting!  https://t.co/qhEurCY5s5
negative	Kendrick said a whole bunch of nothing on that Black Friday something but you people say e be verse of the moment.
neutral	Dead line for the PS4 is tomorrow at 8 pm
neutral	Photoset: thepalmtoptiger: Are we going to talk about the fact that Zayn has the sun/sunray motif on his... http://t.co/i9ffAS6FQk
neutral	Son idc anymore. I'm going by shawn tomorrow
positive	"Cinematic double bill tonight. 1st up is South-""as subtle as a punch to the face""-paw (@rosstmiller), then MCU's latest expulsion: Ant-Man!"
positive	Arrived at the 2015 World Expo in Milan. Visited the Slovenia pavilion   Such nice people. Be in country Monday! http://t.co/gyU0KxtLEK
neutral	Tennessee 7th graders assignment: Write &amp; Recite 'Allah is the only god' in 3 week focus on Islam in history class http://t.co/5gSj3xRBPe
positive	It's finally here! Tomorrow sees the release of Harper Lee's Go Set a Watchman, a sequel to the legendary To Kill... http://t.co/SCJw0J9NOd
neutral	Someone want to take me to Dunkin' tomorrow before school
neutral	@jdharm could be car crash TV! Celebrity Big Brother: Full lineup revealed as Janice Dickinson enters the house   http://t.co/pZ7DhBRNS1
negative	I think it's weird when fans find celebrities' families on social media. You have no reason to like Niall's nephew's 1st day of school pic.
neutral	Thursday night football will effect some areas, click on the link below it will show the times of Big Brother in... http://t.co/CrsfVu8VCo
positive	@Jarvdawg yea and the performance never drops. I'm playing side by side with my mate on PS4. So clean! good luck holding out until Friday :x
negative	According to rolling stone, Kurt Cobain is the 12th greatest guitarist of all time... Somebody actually thinks this and it hurts me.
positive	The 10th hole seems to be a good birdie hole. Dustin Johnson birdies the 10th, his 1st hole to move to -1 #PGAChamp
positive	Me: Jun I have a secret...  Jun: what is it?!  Me: well I'm actually...JOHN CENA!  Jun: oh my gawd...
neutral	What a joke of a scorecard by Dustin Johnson. -4 today with a quadruple bogey 8 on the par 4 1st.  2 eagles on the back 9. #PGAChampionship
neutral	Moto G 3rd gen vs. Xiaomi Mi 4i: Your pick? Moto G 3rd gen. 68% of voters agree with me. http://t.co/W6tZV7S6V1
negative	"Taylor Swift's song ""Bad Blood"" may be the most annoying song that's currently playing on the radio #TooRepetitive"
neutral	How Deep Is Your Love now playing by Bee Gees of course from the 1977 Saturday Night Fever film and album... https://t.co/oYR24cSpfq
positive	It's going to take everything in me to not stop at Dunkin tomorrow morning
positive	first day of KPOP club tomorrow! I'm super excited! http://t.co/M5SXLayqYH
neutral	Saudi security spending rises $5.3 bln in 2015 - minister: DUBAI, Dec 28 (Reuters) - Saudi Arabia increased it... https://t.co/U4MD5SHhYs
neutral	the iTunes record is still held by Ariana. the 2nd fastest time is Roar by Katy Perry. 1D and Jb failed to beat it. http://t.co/zvu8NPlQiI
neutral	"@bowtietwelve This was so the sun couldn't spin a ""louis trying for relationship with briana"" story from her attending the concerts"
neutral	Shawn will perform at Best Buy Theater on the 8th of September along with his Island Records family. #IslandLifeNYC http://t.co/wNdclk3LnH
positive	Catching up on Big Brother since I didn't get to watch it Wednesday or Thursday!
neutral	Ryan Braun swipes second base (sealing his fourth 20/20 season) to set up a go-ahead double for Khris Davis. It's 2-1 #Brewers in the 5th.
neutral	It's true. 93.8% of Christians in the U.S. are in prison.  https://t.co/aSjyvmJCR6
negative	Stop posting this picture. It's from January after the Charlie Hebdo attacks not from tonight https://t.co/4oUXsnjYwd
neutral	Imagine being De Gea going to sleep then waking up tomorrow ready to become a Real Madrid player
neutral	#Entertainment #Buzz One of the Boys by Katy Perry (#CD, Jun-2008, Capitol) http://t.co/VmKfGR0f9v #KatyPerry #Auction
negative	#Annoyed #GoldenOpportunity wasted.   Tomorrow is another game. #Hate the Red Sox https://t.co/yfcjFF2UGu
neutral	I've been asked to inform you that this was a joke and I definitely haven't had a copy of Frank Ocean's album since July 15. It's not true.
positive	Finally. Sunday is here and SummerSlam is upon us. I'm ready for the cataclysmic battle of The Undertaker and Brock Lesnar!
positive	Terry Wogan has pulled out of presenting Children In Need Tomorrow, Chris Evans is on the blower already
positive	The best thing I've heard all day was the fact Islam comes home tomorrow
neutral	People are blaming John Gibbons for letting DAVID PRICE go out for the 8th inning?????
neutral	Omg kim Kardashian has her own kimojis not fair,what's this women gonna come up with next https://t.co/3ZNIR4lC2v
negative	Mr President To Defeat Boko Haram In 3 Months is too long, at least 1 months because pple's are suffering,pple's are die.May ALLAH Help you
neutral	FIFA will look into the case tomorrow. Both Man United and Real Madrid are pushing for the move to happen.
positive	I'm sure Real Madrid will 'somehow' sign De Gea tomorrow, but tonight's been entertaining all the same  https://t.co/CWMv4caQnp
positive	I'm a hit it up, beat it up, latch on to it until tomorrow  #MTVStars Lady Gaga
neutral	Julia's asleep on my shoulder, trying to waker her up with the Scott Walker &amp; Sun O))) album with little success.
positive	#DixieYouthWorldSeries: Konner Eaton had an amazing diving grab in center field to get the out for #Virginia (Prince George) in the 4th.
neutral	Seth Rollins is going to be at the house show in Beaumont. So i think he may win. I really doubt the WWE WHC will be at a house show #RAW
neutral	"Vinyl Version of David Bowie's ""Bowie at the Beeb"" Box Set Due Out in February https://t.co/p80kuPDQDp"
positive	The only thing that's made me excited and happy about Friday is that Calibraska is released
negative	Those who say Ahmediya is true Islam are ignorant. May Allah Pak show them the right path #AhmadiyyaIsNotIslam
negative	Unfollowing anyone tweeting about Sharknado, may god have mercy on yr soul
positive	Just learned that Iron Maiden's new album comes out September 4. Same day as 5FDP's new album. GOD SO MUCH MUSIC IN SO LITTLE TIME
neutral	On a Monday when I'm waiting for things that are stressing me, 1st song on the radio? I Still Haven't What I'm Looking For by U2. Thanks ar.
neutral	@KonohasHokage - Before the smoke had fully cleared, the 4th appears directly behind Naruto, rasengans aimed straight towards his face. -
positive	I'm so blessed I've been able to reunite with Nash and see all the other boys this past weekend and I get to see Shawn live for the 1st time
neutral	@nycki96 @tigrayrocks WE aren't too far apart, Nicki. In fact, we may be at the same point. I don't remember if I stopped at 11 or 12.
positive	August 8, Happy Birthday Dave Evans aka the Edge from U2. http://t.co/Nzpfk8yroa http://t.co/FVFSF61MPt https://t.co/mv9kBVzTVB
positive	It's #Friday and time for the #freakinweekend #fridayvibes #music  Janet Jackson - Got Til It's Gone (Dr. MaD Remix) https://t.co/QQTEmreSO8
neutral	"One of my older campers texted me and was like ""what do you want tomorrow I'm bringing in Dunkin for the senior counsellors"" OK WHAT A SAINT"
neutral	@JM90x could basically be a female Brock lesnar type but the standard of competition would have to be higher 1st, I could see it happening
neutral	@leftoutside Tomorrow's news: Heather Mills says that Paul McCartney plays the guitar left-handed but still uses a right-handed guitar.
negative	David Cameron, Tony Blair's useful idiot.   https://t.co/UDJfoJVIfz   [All began with a hanging chad in 2000AD.]   https://t.co/T4D0g3PTJc
positive	Only perfect counts for @realmadrid #BeTheDifference  Order the new Real Madrid 3rd jersey at http://t.co/ssapJ0sKPF http://t.co/1J1e44JVjx
neutral	NL Rookie of the Year race is still wide open. Kris Bryant 10 for his last 76. Joc hitting .175 since June 5. Sleeper is Giants' Matt Duffy.
positive	Kris Bryant may be one of my favorite ball players all-time when it's said and done.
positive	Stop what you're doing. Sharknado is on syfy channel. And Sharknado 3 premieres tomorrow night. Life is good
positive	Nice 'W' tonight with @bigbuckbrock shooting 38, Milan 44, @FerrellWade 45, Chet 48 against FM. Be ready tomorrow as we take on the Buccs
neutral	For the fist time in Milan #Photo #Exhibition of Vivian Maier at @formafoto Via Mervagli 5 until Jan 31st https://t.co/uxntYIWdh8
neutral	So apparently I'm going to be the only person at #MWW15 tomorrow who didn't watch Sharknado tonight. Ohma welma.
neutral	"@NRO @Nero  Still looking for ""not infringe on Gay marriage"" in the 2nd amend, gimme a minute."
positive	If the sun is shining down on you today.....thank george harrison and smile because little darlin' it's alright.
positive	We are so excited to announce our Adult Fitness Program for the 2015-2016 Season! Join us for Yoga on Monday... http://t.co/Jt2x5roeo7
neutral	Tomorrow's Times leads with government child abuse cover up. #newsnight go with Allegra Stratton's love letter to George Osborne
neutral	This morning, despite it being a holiday here, I went to yoga. Tomorrow night starts 7pm yoga and I just don't know if I'll do that too.
neutral	"TIL that the band ""The Hanson"" was in Katy Perry's musics video Last Friday Night. http://t.co/hm4glbWxlc"
positive	New Iron Maiden album has has 10 out of 10 reviews. I'm stoked for it now. Sep 4th here we come!
neutral	"Can't wait to see the lame ass ""think pieces"" about how Nicki is ""an angry black woman"" and how she was ""mean"" to Miley tomorrow"
neutral	#lrt I had a 7th grader belting out David Bowie songs on the surf club trip. :)
neutral	Secured beta access for Rainbow Six Seige on both Xbox One and PS4. Is it September 24th yet?
neutral	Dark Souls 2: Scholar of the First Sin (Sony Playstation 3)  - NEW- SEALED:  $16.95End Date: Saturday Nov-7-20... https://t.co/D8zqXqUQJG
neutral	Tomorrow's quad hockey action will start with John Cena vs They Don't Stop Coming followed up by Club Zum vs Straight Outta Talent
neutral	Dustin Johnson setting the pace again. Hope he waits until at least Sunday before imploding.
neutral	Cate Blanchett was channelling her Hollywood style as she flew out to LA with her family on Monday wearing a fedora hat and over-sized
positive	If someone wants to bring me Dunkin tomorrow that would make me happy
neutral	Classic Rock Radio (Dot CO Dot UK) 31 July 2015 Paul McCartney Reissues  From the Paul McCartney newsletter I... http://t.co/gjpcTCwOk0
positive	I've never ever won a radio contest before &amp; Shawn never does them when he's in California so seeing him tomorrow makes me so happy
positive	"Happy Labor Day! Or as Scott Walker would put it, ""Get back to work, assholes, or I'll bring in cheaper workers who'll work *every* Monday."""
neutral	I raised this with George Osborne on Tues. Tory U-turn on manifesto pledge on social care will cost savings &amp; homes. https://t.co/EovmCAfj4s
neutral	Blue Jays score 4 in 10th; beat Red Sox: Troy Tulowitzki singled in the go-ahead run off Alexi Ogando to trigg... http://t.co/pU5zyDocmm
positive	"Ant-Man premieres tomorrow night in Doha. A savior from the atrocity that was ""Pixels."""
positive	Red Sox score eight in the 4th Where has this been all season?! These guys are having fun out there!  http://t.co/NjI0C19SZs
positive	Getting slightly better at Dark Souls, beat 2 bosses tonight! But then the mistakes, oh the mistakes. Stay tuned tomorrow for more of it! &lt;3
negative	Why do Christians support Jews and Israel? The 3rd Temple will not be built on the MOUNT, instead in the PRESENCE of G-d at the WALL;)
positive	@watkinsscott U2 brother! All of the men who preach every Sunday deserve a great day of rest afterwards!
positive	Dustin Johnson is the best Thursday golfer on tour
neutral	is it bad that I want to try to meet Shawn again tomorrow
negative	Even after taking into account the audience they're going for, Paper Towns just may be the worst well reviewed movie I've ever seen #hottake
neutral	fetus James from The Vamps? or fetus Michael Clifford?   the world may never know... https://t.co/2Za1riAs4o
negative	@FoxNews @foxnewspolitics Iran got the carrot, but need to be wary of the stick. Iran may howl but sanctions need to be available.
neutral	Since @nickdawson817 ditched me who wants to get dunkin with me tomorrow morning? I'll drive
negative	I don't even understand how Sharknado is even a thing, let alone having a 3rd movie. The SE suck, the acting sucks, and it's so dumb I laugh
positive	@BrianaBowers why hello and happy Thursday to you Briana, it's been a while, I love your new profile picture btw, gorgeous
neutral	2 democratic mayors in Michigan are hosting Ramadan dinners for Muslims on... Wait for it... September 11th #O #K #A #Y
positive	500 wishes?! Wow. John Cena is literally one of the greatest humans to walk the earth. 1st class all the way.
negative	Boko Haram Slits Throats Of 10 Fishermen Near Lake Chad: Boko Haram insurgents on Monday slit the throats of t... http://t.co/UT8RkIOnjB
negative	Dustin Johnson and Sunday's just don't mesh well #PGAChampionship
negative	if they really gonna disband it means that I was right when I thought Simon is lying in those interviews after Zayn left.  The Sun
neutral	Maybe Dustin Johnson (-7) prefers the Final Round of the Open tomorrow, Sundays have not been his best days; (+3) on a day where many were -
neutral	...So if you wanna love me then Darlin' don' refrain, or i'll just end up walking in the cold november rain... Ay eso es Nirvana :B #Tanmk
positive	Hey it's Monday! Which means Monday Night RAW tonight! Which means The Undertaker &amp; Brock Lesnar!!
positive	@MattBowenTHW Dunkin is the more sensible option. While it may not always be a party in your mouth, it certainly is a cheaper thrill lol
neutral	I don't know who but someone is partying with fat Thor tomorrow
negative	I worry about this huge update download tomorrow because my internet has been super sketchy latley.  Ps4 may be going to work with me. Lolz!
neutral	Salat(prayer),2nd pillar of Islam,is mentioned 700x in the Quran.Zakat (charity),3rd pillar, mentioned over 150x... https://t.co/DdregEzowY
neutral	Not sure which IRA is for you? I can help you answer any questions you may have. Message me to learn more. https://t.co/a2T5xMdhWo
neutral	@here_sarja Today is not the death day of APJ Abdul Kalam's. He passed away on 27th. today is his janaja. its only Yakub's death day today.
neutral	Brock Lesnar may have made Undertaker tap out at #SummerSlam but he can never make Mean Mark Callous tap out WRESTLEMANIA 32 HE RETURNS #WWE
positive	Can I just go back to June 19th and relive seeing Paul McCartney
neutral	Randy Orton may be leaving WWE if he doesn't get a part-time deal with them! #WWE
neutral	Y'all want Kanye West to die 1st to appreciate him?
neutral	musicality / Sam smith - I've told you now trying to create new choreo. may i tatry ako sa september 1.
positive	India, Iran plan to increase bilateral trade, explore new areas of cooperation at the 18th JCM https://t.co/foYI1uZVLv
negative	i'm going to jason aldean thurs... i hate country music...
positive	Monday's #booksbeneaththebridge @BklynBrdgPark is hosted by @CommunityBkstr, discussing To Kill a Mockingbird and Watchman. Don't miss it!
positive	Demi Lovato Praises Amy Schumer On 2016 Pirelli Calendar Photo: On Thursday night, the comedian spoke ... https://t.co/0W91oDlx3n #lovato
negative	if we did this we would be tackled by security run over by niall &amp; then have him tweet how much he hates us https://t.co/3xxCEiHmos
neutral	Ed Sheeran may make lovely music but he looks like a 'sex-case'
neutral	PS4 tomorrow gonna miss the XB squad
positive	@Keelime_ @Marlins @Adeiny3 I still remember him from waiting I'm line to see U2 at Sun Life. We had a nice chat about U2!
positive	Ed Sheeran tomorrow!!! You ready to be up close and personal with my future husband @RomeroM_18?
negative	So apparently a girl hooked up with Niall and he gave her 7th row tickets smh what a cheap bitch where those front row tickets @
neutral	Listen to Kendrick Lamar - Black Friday by TopDawgEnt #np on #SoundCloud.  So ready for the collab album. https://t.co/NbZn8NMk1w
neutral	@DebsODo: @lex_looper might want to double check your Saudi Arabia info on this one. 1. https://t.co/sToO95DdWt 2. https://t.co/T9j1IOsD3X
neutral	Amanda Nunes won't call out Rousey but she may be the biggest threat to Rousey's title http://t.co/9Q0DWlqIHL  #mmacrypt #mma
negative	The rejuvenation of TFI Friday, ergo giving Chris Evans the opportunity to appear on TV more, is very disheartening.
positive	wearing the hottest top I have ever owned on Wednesday to see The Vamps genuinely more excited for the outfit than the concert
positive	@omar_quraishi Wednesday will be spent on Eid Milan. And then the Eid hangover for next two days followed by weekend.
neutral	[Paul] Paul McCartney &amp; Wings - Hot as Sun Concert for the People of Kampuchea http://t.co/5vBVyQiXXt
neutral	"@BenSonicz Yea,i still rmmbr what Kane said, word for word,he was on stage he said 'AUSTIN,THIS SUNDAY THE BLOOD ON YOU WILL BE FOR REAL"""
neutral	Raissman: Frank Gifford made Monday Night Football work: Gifford, who died Sunday morning of natural causes at age 84, was one of the...
positive	Zayn reminds me of Rih. This may be blasphemous to say but I feel like he's about to be a male version of her which is good
neutral	Curtis would be the only school to have class tomorrow.
positive	Jacob u should come at the EMAs in October in Milan bc we love u
positive	@HalfAHeartLoui I've only got Niall now ... But if you want Harry I'll get more tomorrow!!
positive	@addictof1d Hi,sorry but can u rt this? It means the world to me I really hope that Niall will notice me for my bday https://t.co/hS3bYLqvjc
positive	Josh Hamilton hit a two run homer in 2011 WS in the 10th with a sports hernia. If anyone with any decent fielding skills catches the ball...
neutral	Tough loss tonight to the Orioles 10-2 to break the winning streak. David Price is taking the mound tomorrow afternoon. 1:07 game time!
neutral	New trailer for Sky Atlantic's The Last Panthers  Series starts on November 12th  David Bowie has written the... https://t.co/St9OhE9Ac1
positive	I like what I saw tonight, particularly in the 2nd half. 8 up/8 down. Let's keep rolling lads (hey Roy, you play Kane always) #England
neutral	Holm won't beat Rousey. She may land a few good punches but she'll get dropped on her head and submitted. #UFCNashville
positive	@kellonedwards @Edwards91Reece rad! i leave for israel thursday. i'll get it on kindle. when was warfield around?
positive	Super Eagles up four steps on FIFA Rankings. Now 54 in the world. 10th in africa
negative	@tonyblairoffice Tony Blair started all this, now he has even more blood on his hands and his soul, may he burn in hell.
neutral	"-- Thor stood behind Jane, holding her.] ""Alright, you may look."" [They stood on the beach with a view on the Ocean. -- [@stopwiththeipod]"
positive	John Kasich may be the only Republican Presidential candidate who I feel like wouldn't completely ruin America if elected.
positive	peter pan august rush the art of getting by just my luck now is good #MTVStars The Vamps https://t.co/GOSu18fPpo
positive	@jp_covre no im going this september 3rd to watch zac brown band
positive	I'm going to watching Mission Impossible: Rogue Nation and Paper Towns tomorrow. #stokedAF
negative	Because she's Caitlyn Jenner. Come to FL sistah where you can run someone over with no consequences.  https://t.co/0Ci3gSklEU
positive	@WWENetwork love Monday night wars, why not next due the next 10 years ruthless aggression, Cena, edge, randy Orton,Guerrero  episodes
neutral	Frank Ocean must be going through se hard times :/  https://t.co/dDXmD8quBk
neutral	@TanstaaflAoT @VonHash Funny! That pic,the red-hair girl &amp; back guy in my vid 1st in line.I shouted Israel  did 9/11 https://t.co/vdAhRYIqQU
negative	"@eh_kees perception is 9/10th of reality. Because we perceive Meek as ""not good enough"" for Nicki. His support looks like he is star struck"
neutral	@Naruto_Databayo Shikari walks into Ichiraku's Ramen shop as he saw Naruto sitting at the bar. He sat down next to him, staying quiet.
positive	@JohnnyWujek My dream is to meet Katy Perry this October 6 in Chile , I want a meet and greet with it , please help me to fulfill it! please
neutral	Gucci breeches collective unconscious stock december tower the identical thine peculiar inbound extension vers...
